seed,offset_ms,dropout_fraction,joint_physical_scenario_id,global_additive_interaction_m,global_interaction_ratio,local_additive_interaction_m,local_interaction_ratio,seed_supported,convergence_delay_s,final_residual_excess_ms,availability_shortfall
20260803,-10,0.15,s20260803-neg10-drop15,0.012008487166,1.37644840042,0.0406061046553,1.67945310079,True,0,-0.00104559381881,0
20260803,-10,0.2,s20260803-neg10-drop20,0.0154680957806,1.46972203707,0.0462978895974,1.78539514303,True,0,-0.00135440747604,0
20260803,10,0.05,s20260803-pos10-drop05,0.00481987024791,1.13408436618,0.0387664364615,1.69777574214,False,0,-0.00033352845251,0
20260803,10,0.1,s20260803-pos10-drop10,-0.0362173177166,0.580154208088,-0.112951792485,0.428752394678,False,0,-0.000125537935889,0
20260803,10,0.15,s20260803-pos10-drop15,0.00755700396617,1.08519338311,-0.0265308656459,0.804785223141,False,0,-0.00572454022179,0
20260803,10,0.2,s20260803-pos10-drop20,0.0440847638797,1.86536706711,0.0590541039117,1.6756394907,True,0,-0.0087317640316,0
20260803,20,0.05,s20260803-pos20-drop05,-0.00414867826116,1.01322229231,0.0160811091972,1.42474369203,False,0,-0.0056532389916,0
20260803,20,0.1,s20260803-pos20-drop10,-0.0244602105912,0.644518706223,-0.0853969849667,0.552342478855,False,0,-0.00642017598945,0
20260803,20,0.15,s20260803-pos20-drop15,0.0122254736424,0.980485193621,-0.00570297537584,0.899269155494,False,0,-0.00567505079365,0
20260803,20,0.2,s20260803-pos20-drop20,0.0606917846962,1.76505230696,0.105749854902,1.99178960809,True,0,-0.00954022056318,0
20260804,-20,0.05,s20260804-neg20-drop05,-0.0339631430986,0.555274981458,-0.0368282295168,0.720092662739,False,0,0.00712241186592,0
20260804,-20,0.1,s20260804-neg20-drop10,-0.0362018088561,0.550170245924,-0.0405635641433,0.685512161522,False,0,-0.000854824251754,0
20260804,-20,0.15,s20260804-neg20-drop15,0.0140002151739,0.832532812961,0.0213199591797,0.946939931716,False,2.19999790192,-0.00155368303692,0
20260804,-20,0.2,s20260804-neg20-drop20,-0.00434485169191,0.960603766189,0.0112521647924,1.12185569873,False,1.99999809265,-0.000808326720523,0
20260804,-10,0.05,s20260804-neg10-drop05,0.00100240502139,1.1475378929,0.0214175740521,1.40671908074,False,0,0.00158705842424,0
20260804,-10,0.1,s20260804-neg10-drop10,0.0133214796189,1.40179011148,0.0501485045531,1.81942742469,True,0.799999237061,0.00168882170114,0
20260804,-10,0.15,s20260804-neg10-drop15,0.0204744248207,1.46566841828,0.0447433259381,1.71050042909,True,1.89999818802,-0.000915688736952,0
20260804,-10,0.2,s20260804-neg10-drop20,0.0102518562967,1.30741375055,0.0418145052147,1.69442179031,True,1.89999818802,-0.00110880272954,0
20260804,10,0.05,s20260804-pos10-drop05,-0.0035675937068,0.932433834995,-0.0137252931133,0.883391490025,False,0,-0.0017058628445,0
20260804,10,0.1,s20260804-pos10-drop10,-0.00214085499741,0.951804126682,0.000354760344891,0.996799095157,False,0.899999141693,0.00104435076044,0
20260804,10,0.15,s20260804-pos10-drop15,0.00680048410477,1.00750173596,-0.00345243157445,0.946862377916,False,1.69999837875,-0.00195580654296,0
20260804,10,0.2,s20260804-pos10-drop20,-0.00469185476514,0.898242929894,-0.00739099190839,0.93179512026,False,1.99999809265,-0.00182196051334,0
20260804,20,0.05,s20260804-pos20-drop05,-0.00626539918013,0.819877494465,-0.015350108495,0.866104568638,False,0,0.000112740823532,0
20260804,20,0.1,s20260804-pos20-drop10,-0.040588345615,0.517191206682,-0.0408537703064,0.707671317646,False,0.299999713898,-0.000541108821627,0
20260804,20,0.15,s20260804-pos20-drop15,0.0120953046025,0.791756184087,0.0128683171112,0.859631326275,False,0.299999713898,-0.00367029439322,0
20260804,20,0.2,s20260804-pos20-drop20,0.041667490282,1.65512858504,0.0605556600211,1.51911088319,True,0.299999713898,-0.000156784465732,0
20260805,-20,0.05,s20260805-neg20-drop05,0.0120250594634,1.05716571554,0.0608889080914,1.50606390962,False,0,-0.00150334670031,0
20260805,-20,0.1,s20260805-neg20-drop10,-0.0071732761135,0.797342659154,-0.00685023980435,0.895211681476,False,0,-0.00137819586853,0
20260805,-20,0.15,s20260805-neg20-drop15,0.018277334897,0.903368530953,0.0038693677653,0.912190840705,False,0,-0.000598738488292,0
20260805,-20,0.2,s20260805-neg20-drop20,0.0250923175451,1.20758182199,0.0766626980051,1.58723673953,False,0.999999046326,-0.000584881225763,0
20260805,-10,0.05,s20260805-neg10-drop05,-0.00288846016027,1.02292320065,0.00605533211829,1.09049102802,False,0,-0.000419189264321,0
20260805,-10,0.1,s20260805-neg10-drop10,0.0134272078373,1.40347016243,0.0445940480241,1.72053633794,True,0,-0.00128838527706,0
20260805,-10,0.15,s20260805-neg10-drop15,0.0208434580177,1.49019811322,0.0422161276119,1.6966138629,True,0,-0.00101642523875,0
20260805,-10,0.2,s20260805-neg10-drop20,0.0249628694948,1.68079224512,0.0690670806837,2.1264808909,True,0.899999141693,-0.00137517081779,0
20260805,10,0.05,s20260805-pos10-drop05,0.00855488188834,1.12464125991,0.0166330317514,1.15627026683,False,0,-0.00173621619208,0
20260805,10,0.1,s20260805-pos10-drop10,-0.00118343277213,0.963218072005,-0.0027830249017,0.957971911936,False,0.199999809265,-0.00208123798943,0
20260805,10,0.15,s20260805-pos10-drop15,0.00779580167092,1.03233776472,-0.00533966640564,0.941975831174,False,0.199999809265,-0.00141932490299,0
20260805,10,0.2,s20260805-pos10-drop20,0.016793890629,1.25867254394,0.0329550170516,1.28584341618,True,0.999999046326,-0.00153996866402,0
20260805,20,0.05,s20260805-pos20-drop05,-0.0181827058187,0.72102093036,-0.0177913561412,0.873579663299,False,0,-0.00291974613863,0
20260805,20,0.1,s20260805-pos20-drop10,-0.0372268118549,0.54587742858,-0.0758513330411,0.573050570083,False,0.299999713898,-0.000622618504547,0
20260805,20,0.15,s20260805-pos20-drop15,0.0161616019026,0.860117783236,-0.00669146474792,0.825760558815,False,0.299999713898,-0.00248482686648,0
20260805,20,0.2,s20260805-pos20-drop20,0.0425755458948,1.3656791129,0.101410256235,1.68874180344,True,0.999999046326,-0.00232986841454,0
