seed,baseline_position_rmse_m,degraded_position_rmse_m,rmse_difference_m,baseline_position_max_m,degraded_position_max_m,maximum_error_difference_m,baseline_failed,degraded_failed
0,0.9496475649717259,0.9979002910599387,0.04825272608821285,2.0325427867462653,2.0325427867462653,0.0,False,False
1,1.0177349274384464,1.1773836692352317,0.15964874179678534,1.5298622839641445,1.5298622839641445,0.0,False,False
2,0.8482603476243271,1.0485683994553174,0.20030805183099032,1.6245983882137667,1.6245983882137667,0.0,False,False
3,0.8024905802442809,0.8471550596335464,0.04466447938926554,1.3431764953813023,1.3431764953813023,0.0,False,False
4,0.7025405007223922,0.7937310306384384,0.09119052991604626,1.0416827191943527,1.0416827191943527,0.0,False,False
5,0.48526200579679246,0.4386702883572999,-0.046591717439492586,0.7224065461688254,0.6789642302438186,-0.0434423159250068,False,False
6,0.4884219460690445,0.6279639333674168,0.13954198729837236,0.731811840636824,0.985605907400593,0.2537940667637689,False,False
7,0.8857979540285064,0.9631126889456718,0.07731473491716545,1.742214819078205,1.742214819078205,0.0,False,False
