scenario,offset_ms,requested_dropout_fraction,rmse_additive_interaction_m,rmse_interaction_ratio,local_rmse_additive_interaction_m,local_rmse_interaction_ratio,convergence_delay_s,convergence_lost,final_residual_excess_ms,availability_shortfall,supported_metric_count,criterion_supported
neg20-drop10,-20,0.1,0.0386466199461,1.29985397978,0.105062943437,1.91237646543,0.299999713898,False,0.00720859934913,0,2,True
neg20-drop30,-20,0.3,-0.0172839004424,0.686359551823,-0.0266958060628,0.816268708045,0.799999237061,False,-0.001401927869,0,0,False
neg20-drop50,-20,0.5,0.00955277571288,0.780571839024,-0.0122571165614,0.848871626833,2.39999771118,False,-0.000503465096993,0,0,False
pos20-drop10,20,0.1,0.0584452944213,1.45409990405,0.105645992027,1.82289404729,0,False,0.000833205421369,0,2,True
pos20-drop30,20,0.3,0.00820105455901,0.753949147465,-0.0243833748902,0.76117612264,0.999999046326,False,-0.00351892391021,0,0,False
pos20-drop50,20,0.5,0.0142371998725,0.76274736598,-0.0372336272359,0.73573159064,2.29999780655,False,-0.00351221243177,0,0,False
